model,layer,unit,weighted_mean_sim,diversity_score,n_eff,sum_weights,max_auc,n_desc_auc_ge_05,has_reliable_desc,median_sim_unweighted,min_sim_unweighted,range_gap_unweighted,n_valid_pairs,redundancy_fraction_unweighted,unweighted_similarity_zscore,baseline_percentile,baseline_mean,baseline_std,exp_confidence_adjusted_diversity,unweighted_mean_sim,unweighted_diversity
Llama-3.1-8B-Instruct,30,6892,0.35012628362569836,0.6498737163743016,3.105803493701595,1.4027999999999998,0.6063000000000001,1,True,0.3403438467809254,0.2518404274081933,0.0885034193727321,10,0.0,-1.0217426394519658,15.9,0.38443857045846686,0.0430277552910385,0.4036760117560291,0.3404752781977079,0.6595247218022922
Llama-3.1-8B-Instruct,30,9947,0.37224119372302766,0.6277588062769723,4.776538832688696,2.2032,0.5525,1,True,0.3694609443682434,0.3171366344175722,0.052324309950671166,10,0.0,-0.14918222586964788,43.3,0.38443857045846686,0.0430277552910385,0.5997028631488517,0.3780195941499752,0.6219804058500248
Llama-3.1-8B-Instruct,30,10713,0.3596048699776578,0.6403951300223423,4.540956720008395,2.4636,0.7194,3,True,0.3285901499634898,0.2405425619432273,0.0880475880202625,10,0.0,-0.9164464238266573,17.8,0.38443857045846686,0.0430277552910385,0.5816013138271209,0.3450059379967061,0.6549940620032939
Llama-3.1-8B-Instruct,30,12035,0.30919924301117235,0.6908007569888277,4.796474416839962,3.6476,0.9273,5,True,0.32409810578238385,0.1731453239917755,0.15095278179060834,10,0.0,-1.8128386051465042,3.3000000000000003,0.38443857045846686,0.0430277552910385,0.6626816316061183,0.3064361945740755,0.6935638054259246
Llama-3.1-8B-Instruct,30,14030,0.3576108084061462,0.6423891915938538,3.5256873969941718,0.7552,0.3226,0,False,0.33685138788842384,0.2038443088531494,0.13300707903527445,10,0.0,-0.7765715777658082,22.1,0.38443857045846686,0.0430277552910385,0.4529726953535449,0.351024438644384,0.6489755613556161
Llama-3.1-8B-Instruct,30,14157,0.409791870556791,0.590208129443209,4.853481698929256,3.7315,0.8609,5,True,0.3895006540859851,0.2352679292937497,0.1542327247922354,10,0.0,0.26620355543314,60.8,0.38443857045846686,0.0430277552910385,0.5729128709623769,0.3958927118992484,0.6041072881007516
gemma-scope-2b,0,31,0.49495610398443785,0.5050438960155621,4.5526481716177525,1.0109499999999996,0.3289499999999999,0,False,0.5275166611045158,0.3518284559249878,0.175688205179528,10,0.0,3.814601438603544,100.0,0.36107379564683795,0.04346639411261741,0.459857433956391,0.5268807651597369,0.4731192348402631
gemma-scope-2b,0,2536,0.522278781157246,0.477721218842754,4.80336537405555,1.1951499999999997,0.29005,0,False,0.5287655276795917,0.4060869030848886,0.12267862459470313,10,0.0,3.6289454629636912,100.0,0.36107379564683795,0.04346639411261741,0.4589339122081797,0.5188109693532126,0.4811890306467874
gemma-scope-2b,0,2696,0.48582140765044574,0.5141785923495543,4.999999998819097,1.4549999999999998,0.291,0,False,0.47516128420829773,0.3855818510055542,0.08957943320274353,10,0.0,2.869978394812281,99.7,0.36107379564683795,0.04346639411261741,0.5141785922281153,0.4858214076504456,0.5141785923495543
gemma-scope-2b,0,2725,0.44723833166650956,0.5527616683334904,4.849409087860945,2.3139,0.5859,2,True,0.5344601252996857,0.2208322189750315,0.3136279063246542,10,0.1,2.7557332364696068,99.6,0.36107379564683795,0.04346639411261741,0.5361134915675211,0.4808555825724646,0.5191444174275355
gemma-scope-2b,0,2818,0.4270810687617171,0.572918931238283,4.809220364304631,1.6270999999999998,0.4431999999999999,0,False,0.41827412491332516,0.3280254015877177,0.09024872332560746,10,0.0,1.7852278886318333,95.5,0.36107379564683795,0.04346639411261741,0.5510586782413589,0.4386712146349451,0.5613287853650549
gemma-scope-2b,0,3681,0.5180098842325596,0.48199011576744044,4.735671397032408,0.1384,0.0377,0,False,0.5381573438644409,0.2429518550634384,0.2952054888010025,10,0.0,3.1063572686608407,99.8,0.36107379564683795,0.04346639411261741,0.4565093609784413,0.4960959449410438,0.5039040550589562
gemma-scope-2b,0,3740,0.4105917119548942,0.5894082880451058,4.9705882344474,1.7082000000000002,0.3942,0,False,0.4063778552701747,0.3163495769292374,0.09002827834093735,10,0.0,1.0827930355748001,85.1,0.36107379564683795,0.04346639411261741,0.5859411803685575,0.4081389044735296,0.5918610955264705
gemma-scope-2b,0,4554,0.4593677466756191,0.5406322533243809,4.525164535477647,2.0024499999999996,0.6361000000000001,1,True,0.4445980761154573,0.3049041032791137,0.1396939728363436,10,0.0,2.3040544860412395,98.2,0.36107379564683795,0.04346639411261741,0.48928997989577117,0.4612227359940506,0.5387772640059494
gemma-scope-2b,0,6213,0.5606650717097407,0.43933492829025933,4.999999999850186,4.085,0.817,5,True,0.5526306731914803,0.4102987157942425,0.1423319573972378,10,0.0,4.591852628625694,100.0,0.36107379564683795,0.04346639411261741,0.4393349282770956,0.5606650717097406,0.43933492829025944
gemma-scope-2b,0,6600,0.5504804331111199,0.44951956688888006,4.999994958156607,4.278700000000001,0.8574,5,True,0.5424671769142151,0.4054633378982544,0.1370038390159607,10,0.0,4.356937418667141,100.0,0.36107379564683795,0.04346639411261741,0.4495191136074284,0.5504541546106339,0.44954584538936615
gemma-scope-2b,0,10338,0.34510231317661194,0.654897686823388,3.7302169649535646,2.7045,0.9694,3,True,0.31484792118268357,0.2895780205726623,0.025269900610021268,10,0.0,0.493956951208405,70.6,0.36107379564683795,0.04346639411261741,0.4885820923394897,0.3825443231627294,0.6174556768372705
gemma-scope-2b,0,10531,0.6818298728556729,0.31817012714432713,4.598774455769371,3.0445,0.9011,3,True,0.6810505092144012,0.6344229796872758,0.046627529527125455,10,0.0,7.295992839987671,100.0,0.36107379564683795,0.04346639411261741,0.2926385306600449,0.6782042958725768,0.3217957041274232
gemma-scope-2b,0,10698,0.39442992425297957,0.6055700757470204,4.9999999999,5.0,1.0,5,True,0.39459903868092205,0.2458355131247338,0.14876352555618824,10,0.0,0.7674004086862812,78.0,0.36107379564683795,0.04346639411261741,0.605570075734909,0.3944299242529795,0.6055700757470205
gemma-scope-2b,0,12182,0.3815672806677992,0.6184327193322008,4.931374736085073,4.2139999999999995,1.0,5,True,0.34683013937415663,0.2705083328182504,0.07632180655590626,10,0.0,0.3282111692698885,64.0,0.36107379564683795,0.04346639411261741,0.6099446976166412,0.3753399516824859,0.6246600483175141
gemma-scope-2b,0,12482,0.3626948053416887,0.6373051946583113,4.999988888913579,0.015,0.003,0,False,0.3646569006195002,0.2026544688549958,0.16200243176450438,10,0.0,0.03729340167143757,54.50000000000001,0.36107379564683795,0.04346639411261741,0.6373037784276924,0.3626948053416888,0.6373051946583113
